vaca_id;edad_meses;color;cachona;peso_kg;condicion_corporal;estado_salud;edad_primer_parto_meses;num_partos;intervalo_partos_meses;meses_desde_ultimo_parto;perdida_cria;produccion_leche_lt_dia;candidata_descarte;clasificacion_reproductiva
S00810;160.0;atigrado;0;490.4;3.7;sana;35.3;10;13.7;10.8;0;9.1;1;Buena
S00811;69.1;negro;0;440.3;3.0;sana;27.9;3;12.1;0.6;0;7.0;0;Buena
S00812;111.0;rojo;0;482.4;3.8;sana;25.6;6;11.6;1.6;0;8.9;0;Excelente
S00813;99.7;amarillo;1;462.4;3.1;sana;27.2;6;11.1;5.9;0;8.0;0;Buena
S00814;46.5;careto;0;439.9;3.3;sana;37.7;1;12.4;5.7;0;8.9;0;Buena
S00815;75.3;blanco;1;476.2;3.5;sana;30.6;3;13.7;7.0;0;8.3;1;Buena
S00816;113.6;pardo;0;472.7;3.0;sana;33.2;6;10.8;5.7;0;6.7;0;Buena
S00817;178.1;blanco;0;517.1;3.6;sana;36.3;10;12.9;8.4;0;8.7;0;Buena
S00818;117.3;blanco;0;463.5;2.7;sana;24.3;7;15.8;4.1;1;6.6;1;Mala
S00819;106.5;blanco;0;492.5;3.6;sana;29.7;5;14.3;2.6;0;7.6;0;Regular
S00820;156.0;negro;0;478.8;3.1;sana;29.0;10;16.1;3.5;1;6.3;1;Mala
S00821;103.7;pardo;0;475.4;3.5;sana;35.9;5;12.2;4.6;0;8.0;0;Buena
S00822;176.6;blanco;1;486.9;2.8;sana;25.9;11;14.4;14.2;0;6.2;1;Regular
S00823;53.2;negro;1;427.3;2.9;sana;30.4;1;14.1;12.0;0;9.1;1;Regular
S00824;135.1;rojo;0;464.2;2.8;enferma;28.4;8;16.4;2.1;0;6.9;0;Regular
S00825;45.4;pardo;0;468.9;4.1;sana;29.9;1;13.0;9.6;0;8.4;0;Buena
S00826;52.8;amarillo;0;490.3;4.0;sana;34.0;1;11.5;10.2;0;9.0;0;Buena
S00827;43.2;rojo;0;486.6;4.0;sana;26.5;2;13.9;6.6;0;8.6;0;Buena
S00828;56.7;blanco;0;428.3;3.1;sana;31.5;1;11.9;8.5;0;8.0;0;Buena
S00829;66.2;rojo;1;419.6;2.6;nuche;27.6;3;15.4;2.8;1;4.6;0;Mala
S00830;138.9;negro;0;451.8;2.2;nuche;36.2;8;15.4;0.5;0;5.3;1;Regular
S00831;66.5;rojo;1;460.1;3.2;sana;36.7;3;11.1;7.0;0;7.3;0;Buena
S00832;69.1;blanco;0;457.1;4.0;sana;28.5;3;11.2;9.0;0;8.8;0;Buena
S00833;138.9;rojo;0;471.7;3.3;sana;29.8;8;14.2;1.6;0;7.0;0;Regular
S00834;83.3;negro;0;448.9;2.7;sana;37.9;3;16.3;13.7;0;6.7;0;Regular
S00835;90.5;blanco;1;489.9;4.2;sana;32.4;4;13.2;4.9;0;9.1;0;Buena
S00836;131.2;pardo;0;526.6;4.3;sana;39.1;7;13.3;3.9;0;8.0;0;Buena
S00837;108.1;amarillo;0;456.0;2.9;sana;28.0;6;14.2;0.8;0;7.0;0;Regular
S00838;153.7;pardo;0;493.2;3.8;sana;36.6;9;14.7;14.2;0;8.9;1;Regular
S00839;149.9;cafe;1;473.1;3.0;sana;34.8;8;17.5;8.2;1;5.6;1;Mala
S00840;150.4;negro;1;424.9;2.2;enferma;38.6;8;20.3;9.3;1;4.1;1;Mala
S00841;158.3;blanco;1;513.4;3.9;sana;40.0;9;13.0;10.9;0;8.5;0;Buena
S00842;169.2;rojo;0;472.9;2.3;sana;28.0;10;15.9;1.6;0;5.8;1;Regular
S00843;127.0;blanco;1;473.0;3.7;sana;35.3;7;12.7;4.9;0;8.0;0;Buena
S00844;182.9;negro;1;508.8;3.6;sana;29.8;11;13.9;4.8;0;7.2;0;Buena
S00845;116.5;cafe;0;475.2;3.1;sana;36.4;6;15.8;14.5;1;6.1;0;Regular
S00846;75.0;pardo;0;428.2;2.5;enferma;28.0;3;14.6;3.1;1;4.2;1;Mala
S00847;97.8;rojo;0;469.1;2.7;sana;37.7;4;13.2;10.9;0;8.1;0;Buena
S00848;84.2;negro;1;446.3;2.7;sana;28.2;4;13.3;12.8;0;7.8;0;Buena
S00849;176.0;blanco;0;486.5;3.3;sana;32.6;11;14.5;12.7;0;7.4;0;Regular
S00850;118.1;rojo;0;481.7;3.8;sana;39.3;6;13.2;13.2;0;8.6;0;Buena
S00851;138.8;rojo;0;487.6;3.2;sana;39.7;8;13.3;12.8;0;7.4;0;Buena
S00852;121.7;atigrado;1;454.4;3.0;sana;32.3;6;14.5;11.6;0;7.7;0;Regular
S00853;92.1;crema;1;478.0;2.9;sana;25.2;5;13.3;7.7;0;8.5;0;Buena
S00854;145.1;negro;1;485.9;3.1;sana;27.6;9;15.5;4.2;0;6.4;0;Regular
S00855;127.0;amarillo;0;490.7;3.5;sana;31.2;7;12.0;4.3;0;8.1;0;Buena
S00856;174.1;amarillo;0;491.5;3.1;sana;36.2;11;13.9;4.2;0;9.0;0;Buena
S00857;98.7;blanco;0;447.9;2.7;sana;37.8;4;16.0;1.0;1;6.8;1;Regular
S00858;186.9;careto;0;489.4;3.3;sana;24.5;12;14.3;10.0;0;6.2;1;Regular
S00859;109.1;pardo;1;472.2;3.5;sana;26.8;6;13.7;4.8;0;8.1;0;Buena
S00860;50.5;rojo;0;473.7;3.2;sana;32.9;1;15.0;5.8;0;7.3;0;Regular
S00861;168.3;cafe;1;490.7;2.6;sana;26.9;11;15.5;8.9;0;5.9;0;Regular
S00862;63.3;amarillo;0;441.5;2.9;sana;24.6;2;14.1;4.1;0;7.1;0;Regular
S00863;174.6;negro;0;448.6;2.4;enferma;38.7;10;16.2;1.9;0;5.6;1;Regular
S00864;72.9;pardo;1;456.7;2.7;sana;29.7;3;13.3;11.2;0;8.0;0;Buena
S00865;85.4;negro;0;459.8;3.7;sana;30.3;4;12.2;11.5;0;8.7;0;Buena
S00866;39.7;amarillo;0;443.0;2.7;sana;28.9;1;11.8;0.5;0;8.3;0;Excelente
S00867;174.6;negro;0;522.9;4.0;sana;32.5;11;15.3;12.6;0;7.1;1;Regular
S00868;63.5;rojo;0;418.7;2.4;nuche;25.6;2;14.7;3.0;0;5.7;0;Regular
S00869;67.7;blanco;0;451.6;3.0;sana;27.8;3;15.1;5.6;0;6.7;1;Regular
S00870;73.9;blanco;0;471.5;4.1;sana;33.1;3;13.1;3.6;0;8.2;0;Buena
S00871;78.8;crema;0;449.7;3.0;sana;33.6;3;12.4;2.8;0;7.6;0;Buena
S00872;111.2;rojo;0;450.2;2.8;nuche;28.1;6;14.6;8.3;0;6.3;0;Regular
S00873;172.1;cafe;0;494.5;3.3;sana;26.0;11;14.8;2.7;0;6.1;1;Regular
S00874;130.8;negro;1;495.4;3.6;sana;24.7;8;13.6;7.7;0;8.2;0;Buena
S00875;178.0;rojo;1;470.2;3.2;sana;30.3;12;14.7;9.7;0;7.5;1;Regular
S00876;73.8;negro;0;471.2;3.4;sana;39.4;3;11.4;1.9;0;8.8;0;Excelente
S00877;52.0;rojo;0;448.3;3.9;sana;37.0;1;12.4;0.9;0;7.5;0;Buena
S00878;135.3;rojo;0;510.5;4.3;sana;36.0;7;12.3;11.3;0;9.6;0;Buena
S00879;58.2;blanco;1;418.9;2.6;enferma;40.0;1;16.7;7.7;0;5.2;1;Regular
S00880;97.9;pardo;0;423.2;2.7;nuche;30.7;5;14.4;4.7;0;6.6;1;Regular
S00881;69.4;rojo;1;428.0;2.6;nuche;34.5;2;13.4;8.6;0;7.2;1;Buena
S00882;136.4;rojo;0;485.8;3.3;sana;34.0;8;13.1;6.8;0;8.7;0;Buena
S00883;95.4;blanco;1;468.1;3.2;sana;33.0;5;12.9;6.0;0;7.7;0;Buena
S00884;84.7;crema;0;470.7;3.4;sana;38.0;3;13.1;0.7;0;7.7;0;Buena
S00885;67.3;amarillo;1;461.9;3.0;sana;29.8;2;13.1;3.8;0;8.3;0;Buena
S00886;59.4;rojo;0;449.9;3.3;sana;26.5;2;13.7;13.4;0;7.8;0;Buena
S00887;152.4;amarillo;0;491.2;2.4;sana;26.7;10;14.6;2.7;0;5.4;0;Regular
S00888;123.3;jaspeado;0;432.6;2.7;nuche;25.1;8;14.9;11.8;0;4.7;1;Regular
S00889;145.6;cafe;1;485.2;3.5;sana;36.8;9;13.2;2.5;0;9.0;0;Buena
S00890;111.4;crema;1;484.9;3.3;sana;28.9;6;14.8;6.8;0;7.5;1;Regular
S00891;186.7;blanco;0;505.7;3.3;sana;30.1;12;16.0;5.4;0;6.1;0;Regular
S00892;98.7;rojo;0;448.0;2.7;sana;32.8;5;14.9;9.9;0;7.3;1;Regular
S00893;160.9;pardo;1;457.1;2.5;sana;30.0;11;14.0;10.3;0;9.4;1;Excelente
S00894;125.7;atigrado;0;488.5;3.5;sana;29.3;7;14.0;13.0;0;9.1;0;Buena
S00895;102.7;blanco;1;440.6;2.9;sana;30.2;5;13.8;9.7;0;7.9;0;Buena
S00896;168.6;negro;0;500.4;3.3;sana;39.6;10;13.9;10.6;0;9.1;0;Buena
S00897;71.1;rojo;0;480.4;3.7;sana;30.6;3;12.3;0.1;0;7.9;0;Buena
S00898;60.8;amarillo;0;407.7;2.1;nuche;25.0;2;13.7;13.4;0;5.9;0;Buena
S00899;176.8;blanco;0;447.3;2.7;enferma;33.1;11;18.3;9.0;1;4.8;1;Mala
S00900;62.3;blanco;0;436.3;3.2;nuche;29.2;2;13.1;2.0;0;6.8;0;Buena
S00901;170.5;careto;0;446.9;1.9;nuche;26.4;11;17.4;16.5;0;5.4;1;Regular
S00902;77.7;rojo;0;479.1;3.8;sana;37.3;3;13.2;5.7;0;8.0;0;Buena
S00903;90.4;amarillo;0;459.0;3.4;sana;33.7;5;11.8;11.3;0;7.8;0;Buena
S00904;131.2;blanco;0;476.7;3.5;sana;29.5;7;14.7;0.3;0;7.7;0;Regular
S00905;142.0;crema;0;515.9;3.9;sana;38.4;7;13.3;12.0;0;8.4;0;Buena
S00906;176.4;blanco;0;505.5;4.1;sana;28.0;11;13.6;2.0;0;9.5;0;Buena
S00907;174.7;cafe;0;489.5;3.1;sana;30.2;12;13.7;6.5;0;7.9;0;Buena
S00908;131.6;negro;0;453.5;3.2;enferma;31.8;7;16.7;15.4;0;6.2;1;Regular
S00909;172.3;negro;0;487.3;3.4;sana;30.0;10;14.4;0.4;0;6.8;1;Regular
S00910;155.5;atigrado;0;477.0;3.0;sana;26.5;9;15.2;9.2;0;7.7;1;Regular
S00911;38.6;amarillo;0;435.1;3.5;sana;26.3;1;12.6;2.2;0;7.6;0;Buena
S00912;85.9;blanco;1;461.5;3.3;sana;35.6;3;13.6;2.2;0;7.8;0;Buena
S00913;91.0;amarillo;0;457.5;2.9;sana;30.4;5;12.9;1.2;0;8.1;0;Buena
S00914;169.8;rojo;1;500.5;3.4;sana;24.4;11;13.8;13.1;0;8.1;0;Buena
S00915;95.7;blanco;0;472.3;3.5;sana;28.6;6;12.1;0.4;0;8.9;0;Buena
S00916;48.4;jaspeado;0;440.0;2.4;sana;30.4;2;13.2;5.1;1;4.6;1;Mala
S00917;66.1;crema;0;438.2;2.7;sana;31.2;2;11.7;1.3;0;8.6;0;Excelente
S00918;67.7;blanco;0;485.1;3.8;sana;35.0;3;11.8;2.7;0;7.8;0;Buena
S00919;39.7;amarillo;0;424.9;3.7;nuche;27.3;1;12.6;2.1;0;7.9;0;Buena
S00920;188.0;pardo;1;469.4;2.5;sana;38.2;11;16.5;5.0;0;7.0;1;Regular
S00921;44.2;rojo;1;450.3;3.5;sana;38.0;1;13.5;4.1;0;9.6;0;Buena
S00922;159.3;rojo;0;501.4;3.4;sana;34.9;10;13.8;3.2;0;7.6;0;Buena
S00923;77.6;blanco;0;479.7;3.5;sana;26.5;4;13.4;5.5;0;8.1;1;Buena
S00924;45.7;blanco;0;438.7;3.5;sana;31.7;1;14.2;0.0;1;5.5;0;Mala
S00925;103.0;cafe;0;455.8;3.0;sana;37.6;6;11.8;1.9;0;8.2;0;Excelente
S00926;58.4;blanco;0;457.5;4.0;sana;30.4;2;11.6;5.7;0;8.6;0;Buena
S00927;128.7;jaspeado;0;470.6;3.5;sana;31.5;7;13.8;11.9;0;7.7;0;Buena
S00928;164.1;amarillo;0;495.5;3.3;sana;37.1;10;15.1;7.6;0;7.2;1;Regular
S00929;179.9;blanco;1;465.7;2.5;sana;35.4;11;17.0;11.2;1;6.9;0;Regular
S00930;141.9;atigrado;1;442.4;2.7;sana;26.5;8;13.4;10.7;0;7.6;0;Buena
S00931;83.2;blanco;0;462.0;3.4;sana;34.2;3;13.8;11.4;0;8.0;0;Buena
S00932;54.3;cafe;0;449.7;3.9;sana;33.6;1;11.9;7.6;0;8.1;0;Buena
S00933;113.0;rojo;1;463.3;3.6;sana;36.8;5;12.5;11.9;0;6.6;0;Buena
S00934;184.3;blanco;1;486.4;3.3;sana;25.5;13;13.7;4.6;0;7.7;0;Buena
S00935;121.1;blanco;0;479.0;3.3;sana;25.5;7;13.1;0.9;0;8.5;0;Buena
S00936;159.4;negro;0;469.6;3.0;sana;25.9;10;14.7;6.3;1;4.5;1;Mala
S00937;110.3;rojo;0;458.8;3.6;sana;34.5;6;12.9;7.5;0;8.4;0;Buena
S00938;182.0;amarillo;1;475.1;2.8;sana;39.7;10;15.9;14.3;1;6.4;1;Mala
S00939;41.2;negro;0;453.1;3.5;sana;25.4;1;10.5;9.7;0;8.4;0;Buena
S00940;64.8;rojo;0;447.3;2.8;sana;32.9;2;11.7;0.5;0;9.0;0;Excelente
S00941;96.2;rojo;0;473.4;4.0;sana;32.4;5;12.2;3.0;0;8.8;0;Buena
S00942;109.7;rojo;1;451.4;2.2;sana;34.0;5;15.1;7.2;1;5.3;1;Mala
S00943;132.5;rojo;0;446.9;2.6;nuche;37.2;7;17.1;3.3;0;5.4;1;Regular
S00944;164.8;rojo;0;474.5;2.8;sana;39.2;9;15.6;8.1;0;6.7;0;Regular
S00945;100.3;negro;0;489.4;3.9;sana;36.4;5;12.7;4.3;0;7.9;0;Buena
S00946;167.7;negro;0;475.1;3.0;sana;37.4;10;13.8;1.9;0;8.6;0;Buena
S00947;118.0;blanco;1;505.3;4.2;sana;38.9;6;13.8;3.3;0;10.4;0;Buena
S00948;87.6;blanco;1;444.8;2.8;sana;34.7;5;12.8;2.4;0;6.7;0;Buena
S00949;67.5;negro;0;456.1;3.1;sana;35.6;3;11.0;9.8;0;7.3;0;Buena
S00950;146.4;crema;0;479.0;3.1;sana;28.1;10;15.0;12.2;1;6.8;0;Mala
S00951;120.8;pardo;0;481.0;3.4;sana;28.3;7;12.8;4.0;0;8.4;0;Buena
S00952;189.1;amarillo;1;504.2;2.4;sana;32.6;13;16.8;1.0;1;6.5;1;Mala
S00953;79.8;rojo;1;479.7;3.5;sana;36.0;3;12.8;9.8;0;9.6;0;Buena
S00954;119.4;amarillo;1;454.8;3.3;sana;33.8;6;14.1;3.4;0;6.4;0;Regular
S00955;79.0;amarillo;0;492.6;4.1;sana;37.8;3;13.0;5.8;0;9.8;0;Buena
S00956;151.6;amarillo;0;475.9;3.2;sana;34.8;8;14.3;5.5;0;7.2;1;Regular
S00957;47.9;pardo;0;484.5;3.9;sana;30.5;2;11.4;4.3;0;7.5;0;Buena
S00958;122.7;blanco;1;463.1;3.2;sana;24.4;7;14.4;6.1;0;7.3;1;Regular
S00959;176.4;rojo;1;494.7;3.2;sana;33.4;11;14.5;0.7;0;8.0;1;Regular
S00960;130.8;negro;1;496.2;3.1;sana;28.1;8;14.1;2.3;1;6.6;1;Mala
S00961;124.2;careto;0;470.6;2.9;nuche;35.9;7;15.3;9.2;0;7.6;0;Buena
S00962;156.6;negro;0;493.1;3.7;sana;29.9;10;14.5;2.5;0;8.6;1;Regular
S00963;173.8;rojo;1;501.9;3.9;sana;37.5;11;13.1;6.0;0;7.7;1;Buena
S00964;129.3;amarillo;0;454.3;3.0;sana;28.6;7;13.7;12.2;0;8.0;0;Buena
S00965;157.1;negro;0;477.6;2.7;sana;28.0;9;17.2;17.1;1;5.5;1;Mala
S00966;94.9;rojo;1;472.8;3.0;sana;36.0;5;12.7;9.6;0;8.6;0;Buena
S00967;57.9;crema;0;469.9;3.6;sana;30.4;2;12.2;3.0;0;9.0;0;Buena
S00968;93.6;rojo;0;428.7;2.2;nuche;38.0;5;15.6;15.3;0;5.4;1;Regular
S00969;83.8;negro;1;442.5;2.8;sana;35.9;3;14.2;4.7;1;5.5;1;Mala
S00970;92.7;pardo;0;432.8;2.2;nuche;36.1;4;14.8;7.5;0;5.6;0;Regular
S00971;86.8;blanco;0;467.2;3.2;sana;26.3;4;12.1;0.5;0;8.0;0;Buena
S00972;65.8;pardo;0;459.8;3.4;sana;33.1;2;13.1;9.5;0;7.7;0;Buena
S00973;61.5;blanco;1;438.3;3.7;sana;37.0;1;11.9;6.9;0;8.0;0;Buena
S00974;133.3;rojo;1;462.0;3.0;sana;35.5;7;12.1;0.3;0;7.9;0;Buena
S00975;112.8;blanco;0;459.9;2.4;enferma;28.8;6;18.7;4.7;1;4.1;1;Mala
S00976;113.9;rojo;0;477.3;3.0;sana;28.8;7;14.3;13.2;0;7.1;0;Regular
S00977;99.8;atigrado;0;466.2;3.2;sana;28.9;5;13.9;6.0;0;8.4;0;Buena
S00978;87.8;blanco;0;477.1;3.7;sana;25.6;5;13.0;12.1;0;7.5;0;Buena
S00979;43.9;negro;1;432.7;2.7;sana;37.5;1;11.3;1.9;0;8.7;0;Excelente
S00980;48.7;amarillo;1;438.5;2.8;nuche;36.6;1;13.6;11.4;0;7.4;1;Buena
S00981;107.2;pardo;1;465.9;3.7;sana;32.2;5;13.1;2.1;0;8.5;0;Buena
S00982;83.2;blanco;0;463.6;3.2;sana;38.9;3;12.6;8.9;0;8.0;0;Buena
S00983;58.7;atigrado;1;455.3;3.8;sana;28.5;2;12.2;11.3;0;7.7;0;Buena
S00984;82.6;blanco;0;468.8;3.4;sana;29.8;4;14.4;5.6;0;6.6;0;Regular
S00985;156.7;pardo;0;485.7;3.0;sana;35.9;9;15.8;2.9;0;6.6;1;Regular
S00986;50.4;jaspeado;0;463.8;3.4;sana;26.2;1;12.0;0.5;0;9.1;0;Excelente
S00987;130.7;rojo;1;445.0;2.5;sana;39.5;8;15.1;5.9;1;6.3;0;Regular
S00988;66.3;blanco;0;431.7;3.4;sana;39.4;2;13.6;0.2;0;7.3;0;Buena
S00989;163.8;negro;0;471.2;2.8;nuche;33.2;10;16.7;14.2;0;5.3;1;Regular
S00990;96.8;amarillo;1;466.3;3.2;sana;37.1;5;15.8;14.2;1;7.0;0;Regular
S00991;148.8;blanco;0;495.3;3.3;sana;34.6;8;13.0;11.1;0;7.8;0;Buena
S00992;63.3;blanco;1;465.5;3.9;sana;29.3;3;13.8;2.3;0;9.1;0;Buena
S00993;101.7;blanco;0;495.6;3.3;sana;28.6;5;12.8;1.6;0;7.5;0;Buena
S00994;154.6;blanco;1;459.9;2.8;sana;36.2;9;14.8;7.1;0;6.0;1;Regular
S00995;50.2;rojo;0;443.5;2.8;sana;28.0;2;12.3;0.8;0;7.9;0;Buena
S00996;118.4;negro;0;491.1;3.7;sana;24.5;7;11.5;4.6;0;9.2;0;Buena
S00997;126.3;blanco;0;479.4;3.3;sana;37.4;6;12.9;4.8;0;8.0;0;Buena
S00998;123.9;amarillo;0;475.4;3.2;sana;29.4;7;15.6;8.1;1;5.4;1;Mala
S00999;121.3;negro;0;508.3;3.8;sana;37.0;6;13.7;0.5;0;9.4;0;Buena
S01000;189.8;blanco;0;464.1;2.5;enferma;28.5;12;18.0;13.3;0;5.9;1;Regular
S01001;64.5;amarillo;1;441.1;3.3;sana;33.6;3;13.7;1.7;0;7.7;0;Buena
S01002;43.6;rojo;0;440.4;3.1;sana;38.6;1;13.6;12.3;0;7.7;0;Buena
S01003;179.3;rojo;0;499.8;3.3;sana;29.3;11;19.2;0.8;1;5.7;1;Mala
S01004;60.5;cafe;0;450.7;3.2;sana;29.3;3;11.7;5.5;0;7.7;0;Buena
S01005;162.6;blanco;1;457.0;2.5;sana;34.9;9;14.3;3.4;0;6.8;1;Regular
S01006;163.1;rojo;1;454.2;2.1;enferma;30.6;10;17.6;10.7;1;5.5;1;Regular
S01007;151.0;blanco;0;494.1;3.2;sana;33.3;9;13.8;0.6;0;8.2;0;Buena
S01008;78.6;amarillo;1;477.1;3.7;sana;25.8;4;11.7;7.6;0;8.8;0;Buena
S01009;94.3;negro;1;469.2;3.9;sana;37.7;5;13.3;3.2;0;8.6;1;Buena
S01010;36.5;negro;1;426.4;3.2;nuche;25.0;1;12.1;3.4;0;7.4;0;Buena
S01011;117.6;blanco;0;480.0;3.5;sana;31.2;6;12.5;2.8;0;8.2;0;Buena
S01012;110.8;rojo;0;477.5;3.3;sana;38.9;6;11.6;7.6;0;7.1;1;Buena
S01013;123.3;jaspeado;1;479.3;3.2;sana;37.0;6;12.5;6.6;0;8.6;0;Buena
S01014;59.0;amarillo;0;463.3;3.9;sana;30.7;2;12.8;5.4;0;8.2;0;Buena
S01015;97.9;pardo;0;471.9;3.5;sana;25.5;5;12.9;6.1;0;8.8;0;Buena
S01016;183.5;amarillo;1;476.4;3.2;sana;26.2;12;15.8;15.6;1;6.8;1;Regular
S01017;69.0;rojo;1;455.1;3.2;sana;33.4;3;11.3;3.9;0;8.3;0;Buena
S01018;157.8;negro;0;468.4;2.3;sana;24.7;10;13.0;10.6;0;6.0;1;Mala
S01019;49.7;negro;0;436.2;3.4;sana;30.8;1;10.6;10.4;0;8.7;0;Excelente
S01020;162.6;rojo;1;486.6;3.3;sana;37.2;10;15.1;0.5;0;6.2;1;Regular
S01021;152.5;blanco;0;472.7;2.9;sana;35.0;9;16.2;13.7;1;6.0;1;Mala
S01022;47.3;rojo;0;460.2;3.1;sana;26.7;1;12.9;7.6;0;7.7;0;Buena
S01023;105.8;pardo;0;484.4;3.1;sana;27.4;6;13.5;8.2;0;7.4;0;Buena
S01024;66.2;rojo;0;469.8;3.5;sana;25.5;3;12.3;6.6;0;7.6;0;Buena
S01025;136.0;blanco;0;497.9;3.5;sana;26.9;8;13.6;7.4;0;8.6;0;Buena
S01026;116.9;amarillo;1;477.1;3.2;sana;37.2;7;13.3;9.3;0;8.2;0;Buena
S01027;101.0;blanco;1;459.3;3.3;sana;31.4;5;12.9;10.0;0;7.9;0;Excelente
S01028;48.9;amarillo;0;459.0;3.0;sana;25.3;1;12.4;8.0;0;8.1;0;Buena
S01029;40.0;amarillo;0;429.5;3.1;sana;25.8;1;11.6;9.4;0;7.4;0;Buena
S01030;111.6;crema;1;486.3;3.8;sana;36.2;5;13.1;6.1;0;8.6;0;Buena
S01031;172.4;rojo;0;495.6;2.9;sana;35.6;11;16.5;8.4;1;5.9;1;Mala
S01032;83.8;rojo;0;455.4;3.5;sana;32.8;4;12.0;7.4;0;8.4;0;Buena
S01033;154.9;careto;0;487.6;2.4;sana;32.4;10;17.1;9.0;1;5.5;0;Regular
S01034;76.3;blanco;0;458.6;3.6;sana;32.8;3;12.6;2.4;0;7.9;0;Buena
S01035;139.6;amarillo;0;491.7;3.1;sana;35.6;8;13.4;0.3;0;7.2;0;Buena
S01036;147.2;pardo;0;498.0;3.2;sana;39.4;9;14.7;9.3;0;8.3;0;Regular
S01037;80.8;pardo;1;460.9;3.6;sana;35.5;3;13.1;9.6;0;7.8;0;Buena
S01038;158.0;pardo;0;457.8;2.4;enferma;32.5;9;19.4;10.1;1;4.4;1;Mala
S01039;56.7;blanco;0;476.6;3.4;sana;29.4;3;12.5;2.7;0;7.9;0;Buena
S01040;117.0;blanco;0;480.2;3.4;sana;35.7;6;14.8;6.9;0;7.0;1;Regular
S01041;186.2;rojo;1;497.8;3.1;sana;31.9;12;14.8;0.5;0;7.1;0;Regular
S01042;153.2;negro;0;449.6;2.0;enferma;25.5;9;16.7;0.1;0;5.2;1;Regular
S01043;160.8;blanco;0;467.3;3.2;sana;32.8;9;16.0;10.2;0;7.1;0;Regular
S01044;127.8;atigrado;0;423.0;2.3;nuche;38.1;6;15.7;1.2;0;5.0;0;Regular
S01045;134.5;negro;1;480.3;3.2;sana;27.7;8;14.1;2.7;0;6.8;1;Regular
S01046;128.7;amarillo;1;449.9;3.3;sana;29.4;8;14.8;1.9;0;6.8;1;Regular
S01047;92.5;amarillo;0;437.6;3.0;sana;39.0;4;13.0;9.7;0;8.3;0;Buena
S01048;181.4;pardo;1;478.1;2.0;nuche;29.8;11;17.8;12.2;0;6.0;1;Regular
S01049;182.7;blanco;1;502.4;3.5;sana;24.8;12;13.9;6.7;0;7.4;1;Buena
S01050;68.5;negro;1;454.7;3.4;sana;24.6;4;13.0;2.5;0;8.8;0;Buena
S01051;120.7;jaspeado;1;471.9;3.3;sana;27.7;7;14.6;10.1;0;7.1;0;Regular
S01052;122.9;blanco;0;466.7;3.1;sana;26.9;8;14.3;10.8;0;6.2;0;Regular
S01053;154.1;negro;0;457.9;3.1;sana;28.7;9;12.8;12.6;0;8.2;1;Buena
S01054;118.4;rojo;0;439.6;2.3;enferma;28.0;6;19.7;19.2;1;5.1;1;Mala
S01055;64.5;careto;0;464.3;3.1;sana;26.3;2;10.2;7.1;0;7.8;0;Buena
S01056;54.1;blanco;0;441.5;3.2;sana;31.1;1;13.8;3.0;0;7.3;0;Buena
S01057;73.6;cafe;1;417.5;1.9;nuche;36.1;2;16.3;14.5;0;5.5;0;Regular
S01058;129.9;rojo;0;465.0;3.1;sana;26.4;7;13.2;10.3;0;8.3;0;Buena
S01059;47.2;pardo;1;475.6;3.6;sana;30.8;1;12.4;7.1;0;8.2;0;Buena
S01060;65.6;rojo;0;455.8;3.3;sana;36.7;2;12.3;5.9;0;8.1;0;Buena
S01061;102.9;rojo;0;454.7;3.4;sana;24.9;6;12.4;10.1;0;9.5;0;Buena
S01062;43.4;amarillo;0;455.1;3.2;sana;28.5;2;11.9;9.2;0;7.4;0;Buena
S01063;182.2;blanco;0;504.4;2.6;sana;29.9;11;18.2;1.1;1;5.2;1;Mala
S01064;153.5;rojo;1;495.3;3.4;sana;24.3;9;12.7;4.9;0;8.3;0;Buena
S01065;128.7;blanco;1;463.6;3.0;sana;32.4;7;16.5;15.7;1;6.9;1;Mala
S01066;89.1;atigrado;1;469.7;3.3;sana;25.3;5;12.9;7.8;0;8.1;0;Buena
S01067;72.6;negro;0;461.9;3.6;sana;31.9;3;12.9;8.6;0;8.8;1;Buena
S01068;184.0;pardo;0;499.5;3.3;sana;30.3;11;15.5;3.7;0;7.6;1;Regular
S01069;108.4;amarillo;1;452.7;3.5;sana;36.7;5;13.5;1.2;0;8.3;0;Buena
S01070;64.1;blanco;1;412.6;2.0;nuche;30.7;2;15.6;6.8;0;4.2;1;Regular
S01071;162.7;rojo;1;481.9;3.8;sana;32.7;10;13.4;9.9;0;8.6;0;Buena
S01072;134.0;rojo;0;483.1;3.4;sana;31.7;8;11.4;9.2;0;8.1;0;Buena
S01073;93.9;amarillo;0;474.6;3.6;sana;27.6;5;13.6;5.0;0;7.6;0;Buena
S01074;52.2;rojo;0;454.0;3.4;sana;32.4;1;12.8;12.4;0;6.7;0;Buena
S01075;118.3;blanco;1;482.8;3.3;sana;32.7;6;14.0;11.9;0;6.7;0;Buena
S01076;71.4;pardo;0;443.6;3.2;sana;35.5;3;11.9;10.1;0;7.5;0;Buena
S01077;48.9;rojo;0;430.2;3.0;sana;39.4;1;14.4;7.8;1;7.1;0;Regular
S01078;185.7;rojo;0;467.2;2.6;sana;30.1;12;14.2;8.7;0;6.6;0;Regular
S01079;124.5;negro;0;489.9;4.2;sana;37.4;7;14.5;9.3;0;8.6;0;Regular
S01080;64.7;blanco;1;471.1;4.3;sana;28.3;3;10;6.2;0;8.3;1;Buena
